epoch,loss,val_acc,test_acc,epoch_time_s
1312,0.0083,0.7680,0.7740,0.037
1313,0.0090,0.7640,0.7760,0.038
1314,0.0162,0.7660,0.7740,0.030
1315,0.0111,0.7700,0.7770,0.034
1316,0.0133,0.7720,0.7760,0.036
1317,0.0110,0.7700,0.7790,0.040
1318,0.0161,0.7700,0.7790,0.032
1319,0.0143,0.7700,0.7780,0.038
1320,0.0130,0.7720,0.7770,0.033
1321,0.0131,0.7700,0.7720,0.053
1322,0.0121,0.7720,0.7730,0.045
1323,0.0141,0.7620,0.7750,0.040
1324,0.0110,0.7560,0.7710,0.043
1325,0.0103,0.7600,0.7700,0.035
1326,0.0147,0.7680,0.7740,0.038
1327,0.0100,0.7720,0.7770,0.036
1328,0.0135,0.7700,0.7730,0.030
1329,0.0112,0.7700,0.7710,0.028
1330,0.0092,0.7620,0.7640,0.030
1331,0.0086,0.7620,0.7670,0.035
1332,0.0091,0.7600,0.7680,0.036
1333,0.0216,0.7580,0.7670,0.024
1334,0.0138,0.7600,0.7710,0.027
1335,0.0147,0.7560,0.7690,0.028
1336,0.0100,0.7640,0.7760,0.032
1337,0.0108,0.7700,0.7820,0.032
1338,0.0118,0.7800,0.7840,0.030
1339,0.0097,0.7720,0.7850,0.026
1340,0.0126,0.7760,0.7820,0.032
1341,0.0151,0.7760,0.7770,0.042
1342,0.0135,0.7640,0.7730,0.026
1343,0.0098,0.7640,0.7740,0.035
1344,0.0134,0.7600,0.7780,0.033
1345,0.0105,0.7540,0.7710,0.032
1346,0.0154,0.7580,0.7820,0.036
1347,0.0205,0.7720,0.7840,0.024
1348,0.0102,0.7660,0.7830,0.038
1349,0.0161,0.7640,0.7820,0.034
1350,0.0144,0.7700,0.7790,0.032
1351,0.0083,0.7700,0.7760,0.034
1352,0.0115,0.7660,0.7770,0.038
1353,0.0220,0.7640,0.7720,0.033
1354,0.0124,0.7640,0.7740,0.030
1355,0.0144,0.7680,0.7740,0.030
1356,0.0146,0.7680,0.7740,0.032
1357,0.0235,0.7700,0.7720,0.036
1358,0.0131,0.7580,0.7680,0.036
1359,0.0097,0.7560,0.7640,0.031
1360,0.0242,0.7620,0.7740,0.036
1361,0.0122,0.7680,0.7720,0.035
1362,0.0103,0.7720,0.7730,0.035
1363,0.0105,0.7640,0.7740,0.032
1364,0.0137,0.7620,0.7680,0.030
1365,0.0186,0.7740,0.7730,0.032
1366,0.0140,0.7720,0.7730,0.034
1367,0.0076,0.7640,0.7680,0.032
1368,0.0194,0.7560,0.7700,0.035
1369,0.0147,0.7640,0.7710,0.030
1370,0.0117,0.7700,0.7720,0.030
1371,0.0099,0.7600,0.7710,0.030
1372,0.0116,0.7540,0.7660,0.030
1373,0.0106,0.7540,0.7620,0.030
1374,0.0098,0.7540,0.7650,0.035
1375,0.0165,0.7560,0.7700,0.034
1376,0.0090,0.7600,0.7650,0.032
1377,0.0208,0.7600,0.7690,0.034
1378,0.0156,0.7680,0.7710,0.035
1379,0.0072,0.7740,0.7770,0.027
1380,0.0136,0.7720,0.7790,0.038
1381,0.0096,0.7700,0.7800,0.042
1382,0.0168,0.7620,0.7750,0.040
1383,0.0116,0.7560,0.7640,0.037
1384,0.0110,0.7540,0.7640,0.035
1385,0.0138,0.7620,0.7650,0.035
1386,0.0192,0.7740,0.7810,0.034
1387,0.0085,0.7620,0.7780,0.036
1388,0.0202,0.7680,0.7800,0.030
1389,0.0122,0.7580,0.7780,0.040
1390,0.0117,0.7520,0.7740,0.033
1391,0.0156,0.7480,0.7710,0.033
1392,0.0137,0.7460,0.7710,0.030
1393,0.0088,0.7540,0.7710,0.033
1394,0.0114,0.7580,0.7720,0.035
1395,0.0116,0.7580,0.7790,0.035
1396,0.0145,0.7680,0.7780,0.032
1397,0.0112,0.7760,0.7780,0.034
1398,0.0109,0.7760,0.7780,0.029
1399,0.0094,0.7700,0.7790,0.035
1400,0.0097,0.7600,0.7700,0.030
1401,0.0126,0.7580,0.7670,0.040
1402,0.0113,0.7540,0.7700,0.024
1403,0.0099,0.7580,0.7750,0.034
1404,0.0130,0.7620,0.7810,0.030
1405,0.0107,0.7680,0.7820,0.040
1406,0.0119,0.7660,0.7830,0.032
1407,0.0197,0.7660,0.7790,0.029
1408,0.0127,0.7700,0.7770,0.026
1409,0.0134,0.7740,0.7830,0.037
1410,0.0133,0.7720,0.7870,0.032
1411,0.0109,0.7660,0.7850,0.033
1412,0.0109,0.7640,0.7810,0.040
1413,0.0152,0.7640,0.7820,0.041
1414,0.0098,0.7700,0.7870,0.032
1415,0.0105,0.7780,0.7780,0.030
1416,0.0111,0.7740,0.7730,0.030
1417,0.0188,0.7760,0.7840,0.034
1418,0.0116,0.7640,0.7810,0.036
1419,0.0128,0.7560,0.7750,0.035
1420,0.0220,0.7580,0.7810,0.031
1421,0.0133,0.7680,0.7840,0.029
1422,0.0162,0.7620,0.7820,0.039
1423,0.0132,0.7640,0.7790,0.041
1424,0.0118,0.7640,0.7770,0.031
1425,0.0140,0.7700,0.7820,0.034
1426,0.0145,0.7660,0.7830,0.034
1427,0.0138,0.7680,0.7820,0.036
1428,0.0141,0.7580,0.7650,0.030
1429,0.0171,0.7460,0.7450,0.036
1430,0.0170,0.7540,0.7560,0.032
1431,0.0153,0.7520,0.7670,0.034
1432,0.0119,0.7580,0.7740,0.028
1433,0.0093,0.7580,0.7810,0.026
1434,0.0138,0.7700,0.7850,0.036
1435,0.0156,0.7640,0.7880,0.028
1436,0.0111,0.7660,0.7860,0.034
1437,0.0147,0.7680,0.7860,0.034
1438,0.0080,0.7600,0.7820,0.038
1439,0.0140,0.7560,0.7830,0.034
1440,0.0115,0.7600,0.7760,0.030
1441,0.0094,0.7580,0.7780,0.040
1442,0.0145,0.7580,0.7780,0.044
1443,0.0175,0.7600,0.7770,0.038
1444,0.0167,0.7660,0.7750,0.032
1445,0.0087,0.7660,0.7690,0.030
1446,0.0087,0.7540,0.7620,0.029
1447,0.0197,0.7660,0.7640,0.029
1448,0.0099,0.7580,0.7750,0.039
1449,0.0123,0.7620,0.7700,0.030
1450,0.0115,0.7620,0.7700,0.030
1451,0.0177,0.7620,0.7740,0.034
1452,0.0122,0.7660,0.7740,0.037
1453,0.0126,0.7480,0.7650,0.033
1454,0.0151,0.7520,0.7700,0.037
1455,0.0120,0.7640,0.7710,0.042
1456,0.0157,0.7660,0.7770,0.034
1457,0.0123,0.7680,0.7730,0.029
1458,0.0099,0.7660,0.7740,0.033
1459,0.0206,0.7720,0.7670,0.030
1460,0.0085,0.7500,0.7650,0.034
1461,0.0182,0.7560,0.7650,0.033
1462,0.0099,0.7600,0.7690,0.025
1463,0.0153,0.7700,0.7750,0.043
1464,0.0158,0.7680,0.7810,0.029
1465,0.0118,0.7600,0.7830,0.031
1466,0.0136,0.7680,0.7850,0.032
1467,0.0122,0.7720,0.7840,0.033
1468,0.0100,0.7680,0.7870,0.035
1469,0.0135,0.7760,0.7810,0.033
1470,0.0177,0.7660,0.7810,0.032
1471,0.0108,0.7620,0.7760,0.037
1472,0.0129,0.7680,0.7740,0.037
1473,0.0128,0.7700,0.7790,0.033
1474,0.0089,0.7620,0.7810,0.034
1475,0.0105,0.7620,0.7760,0.037
1476,0.0182,0.7740,0.7810,0.037
1477,0.0111,0.7640,0.7850,0.036
1478,0.0101,0.7720,0.7880,0.040
1479,0.0120,0.7780,0.7760,0.036
1480,0.0109,0.7680,0.7810,0.032
1481,0.0107,0.7740,0.7800,0.037
1482,0.0145,0.7560,0.7740,0.035
1483,0.0123,0.7560,0.7700,0.038
1484,0.0123,0.7600,0.7730,0.034
1485,0.0145,0.7820,0.7750,0.036
1486,0.0169,0.7680,0.7730,0.034
1487,0.0082,0.7760,0.7750,0.039
1488,0.0112,0.7660,0.7760,0.045
1489,0.0157,0.7700,0.7780,0.034
1490,0.0084,0.7640,0.7760,0.029
1491,0.0107,0.7600,0.7720,0.045
1492,0.0155,0.7580,0.7710,0.036
1493,0.0105,0.7660,0.7760,0.031
1494,0.0112,0.7600,0.7750,0.037
1495,0.0152,0.7660,0.7730,0.043
1496,0.0122,0.7720,0.7770,0.033
1497,0.0075,0.7740,0.7740,0.031
1498,0.0124,0.7740,0.7780,0.033
1499,0.0125,0.7760,0.7780,0.037
1500,0.0095,0.7740,0.7770,0.038
1501,0.0125,0.7740,0.7750,0.027
1502,0.0103,0.7660,0.7700,0.045
1503,0.0119,0.7540,0.7650,0.041
1504,0.0310,0.7660,0.7720,0.032
1505,0.0154,0.7720,0.7780,0.035
1506,0.0116,0.7640,0.7790,0.035
1507,0.0142,0.7740,0.7750,0.036
1508,0.0108,0.7800,0.7760,0.030
1509,0.0095,0.7760,0.7750,0.034
1510,0.0127,0.7800,0.7760,0.034
1511,0.0139,0.7720,0.7720,0.031
1512,0.0153,0.7820,0.7770,0.037
1513,0.0116,0.7600,0.7670,0.033
1514,0.0130,0.7560,0.7640,0.025
1515,0.0235,0.7700,0.7630,0.036
1516,0.0114,0.7580,0.7570,0.026
1517,0.0179,0.7600,0.7600,0.035
1518,0.0276,0.7660,0.7700,0.036
1519,0.0150,0.7740,0.7710,0.036
1520,0.0101,0.7620,0.7730,0.030
1521,0.0117,0.7540,0.7640,0.037
1522,0.0169,0.7560,0.7720,0.045
1523,0.0132,0.7620,0.7710,0.030
1524,0.0195,0.7560,0.7740,0.027
1525,0.0128,0.7480,0.7680,0.032
1526,0.0121,0.7540,0.7690,0.032
1527,0.0197,0.7580,0.7710,0.038
1528,0.0102,0.7600,0.7740,0.029
1529,0.0124,0.7520,0.7730,0.034
1530,0.0138,0.7560,0.7650,0.041
1531,0.0126,0.7480,0.7590,0.035
1532,0.0161,0.7520,0.7680,0.038
1533,0.0159,0.7580,0.7790,0.032
1534,0.0173,0.7540,0.7800,0.034
1535,0.0072,0.7580,0.7730,0.026
1536,0.0129,0.7500,0.7700,0.040
1537,0.0132,0.7580,0.7750,0.032
1538,0.0093,0.7660,0.7790,0.035
1539,0.0112,0.7680,0.7740,0.033
1540,0.0109,0.7620,0.7700,0.030
1541,0.0135,0.7640,0.7650,0.040
1542,0.0177,0.7600,0.7790,0.020
1543,0.0150,0.7600,0.7720,0.042
1544,0.0143,0.7600,0.7730,0.038
1545,0.0195,0.7700,0.7840,0.028
1546,0.0152,0.7720,0.7760,0.028
1547,0.0212,0.7740,0.7730,0.032
1548,0.0094,0.7600,0.7700,0.031
1549,0.0121,0.7600,0.7700,0.039
1550,0.0104,0.7560,0.7710,0.033
1551,0.0314,0.7600,0.7690,0.039
1552,0.0097,0.7480,0.7720,0.038
1553,0.0082,0.7380,0.7540,0.034
1554,0.0126,0.7400,0.7530,0.039
1555,0.0117,0.7420,0.7530,0.034
1556,0.0166,0.7560,0.7610,0.032
1557,0.0130,0.7720,0.7670,0.028
1558,0.0180,0.7680,0.7730,0.034
1559,0.0134,0.7680,0.7750,0.042
1560,0.0162,0.7700,0.7750,0.040
1561,0.0116,0.7720,0.7740,0.034
1562,0.0091,0.7720,0.7770,0.036
1563,0.0131,0.7660,0.7740,0.038
1564,0.0082,0.7580,0.7720,0.032
1565,0.0112,0.7540,0.7740,0.036
1566,0.0122,0.7540,0.7700,0.034
1567,0.0157,0.7540,0.7700,0.038
1568,0.0170,0.7620,0.7720,0.032
1569,0.0094,0.7640,0.7770,0.035
1570,0.0086,0.7600,0.7720,0.035
1571,0.0146,0.7700,0.7760,0.030
1572,0.0156,0.7700,0.7770,0.032
1573,0.0151,0.7580,0.7780,0.034
1574,0.0078,0.7520,0.7680,0.040
1575,0.0147,0.7520,0.7650,0.039
1576,0.0132,0.7500,0.7710,0.038
1577,0.0077,0.7560,0.7770,0.036
1578,0.0123,0.7600,0.7780,0.042
1579,0.0103,0.7620,0.7770,0.036
1580,0.0134,0.7600,0.7750,0.039
1581,0.0109,0.7680,0.7690,0.033
1582,0.0105,0.7620,0.7730,0.038
1583,0.0099,0.7660,0.7750,0.036
1584,0.0168,0.7640,0.7730,0.038
1585,0.0175,0.7520,0.7630,0.035
1586,0.0118,0.7460,0.7650,0.041
1587,0.0178,0.7520,0.7620,0.036
1588,0.0125,0.7620,0.7770,0.038
1589,0.0141,0.7580,0.7680,0.042
1590,0.0117,0.7460,0.7690,0.036
1591,0.0215,0.7580,0.7680,0.039
1592,0.0123,0.7720,0.7680,0.034
1593,0.0250,0.7640,0.7640,0.030
1594,0.0274,0.7580,0.7580,0.039
1595,0.0216,0.7560,0.7670,0.032
1596,0.0135,0.7480,0.7650,0.034
1597,0.0147,0.7480,0.7610,0.032
1598,0.0256,0.7540,0.7650,0.032
1599,0.0138,0.7480,0.7770,0.036
1600,0.0155,0.7580,0.7810,0.034
1601,0.0149,0.7680,0.7800,0.039
1602,0.0146,0.7700,0.7780,0.033
1603,0.0118,0.7680,0.7680,0.042
1604,0.0122,0.7660,0.7640,0.033
1605,0.0125,0.7700,0.7600,0.030
1606,0.0131,0.7620,0.7590,0.041
1607,0.0146,0.7580,0.7720,0.032
1608,0.0111,0.7560,0.7750,0.038
1609,0.0078,0.7600,0.7700,0.030
1610,0.0104,0.7640,0.7710,0.036
1611,0.0117,0.7600,0.7720,0.030
1612,0.0092,0.7640,0.7740,0.030
1613,0.0132,0.7640,0.7750,0.044
1614,0.0078,0.7760,0.7800,0.040
1615,0.0095,0.7700,0.7780,0.035
1616,0.0169,0.7680,0.7780,0.049
1617,0.0078,0.7640,0.7790,0.035
1618,0.0088,0.7640,0.7820,0.035
1619,0.0081,0.7600,0.7740,0.040
1620,0.0135,0.7620,0.7780,0.037
1621,0.0119,0.7620,0.7750,0.034
1622,0.0129,0.7600,0.7790,0.035
1623,0.0128,0.7620,0.7860,0.039
1624,0.0120,0.7640,0.7820,0.026
1625,0.0152,0.7640,0.7840,0.040
1626,0.0098,0.7680,0.7820,0.036
1627,0.0157,0.7660,0.7840,0.034
1628,0.0161,0.7640,0.7840,0.040
1629,0.0121,0.7600,0.7790,0.030
1630,0.0094,0.7540,0.7770,0.040
1631,0.0126,0.7540,0.7780,0.030
1632,0.0126,0.7580,0.7750,0.031
1633,0.0125,0.7740,0.7800,0.040
1634,0.0100,0.7620,0.7780,0.040
1635,0.0270,0.7540,0.7760,0.042
1636,0.0126,0.7600,0.7650,0.037
1637,0.0089,0.7580,0.7590,0.041
1638,0.0135,0.7600,0.7670,0.045
1639,0.0132,0.7700,0.7730,0.040
1640,0.0117,0.7640,0.7650,0.032
1641,0.0123,0.7560,0.7620,0.033
1642,0.0192,0.7560,0.7650,0.046
1643,0.0141,0.7620,0.7750,0.043
1644,0.0164,0.7620,0.7800,0.038
1645,0.0146,0.7620,0.7770,0.032
1646,0.0131,0.7640,0.7810,0.031
1647,0.0153,0.7760,0.7790,0.032
1648,0.0126,0.7820,0.7760,0.037
1649,0.0095,0.7660,0.7740,0.036
1650,0.0150,0.7520,0.7650,0.034
1651,0.0100,0.7520,0.7590,0.035
1652,0.0216,0.7640,0.7750,0.033
1653,0.0110,0.7700,0.7750,0.039
1654,0.0179,0.7660,0.7780,0.039
1655,0.0120,0.7640,0.7780,0.037
1656,0.0137,0.7660,0.7760,0.030
1657,0.0115,0.7720,0.7800,0.032
1658,0.0117,0.7700,0.7790,0.042
1659,0.0096,0.7640,0.7730,0.037
1660,0.0131,0.7600,0.7750,0.032
1661,0.0157,0.7600,0.7710,0.042
1662,0.0095,0.7460,0.7650,0.034
1663,0.0147,0.7560,0.7690,0.036
1664,0.0103,0.7580,0.7740,0.042
1665,0.0195,0.7560,0.7710,0.032
1666,0.0130,0.7580,0.7780,0.040
1667,0.0080,0.7640,0.7720,0.034
1668,0.0163,0.7660,0.7760,0.038
1669,0.0119,0.7660,0.7760,0.036
1670,0.0231,0.7540,0.7850,0.042
1671,0.0117,0.7580,0.7780,0.042
1672,0.0218,0.7480,0.7680,0.038
1673,0.0154,0.7480,0.7630,0.040
1674,0.0194,0.7460,0.7670,0.040
1675,0.0304,0.7560,0.7830,0.040
1676,0.0139,0.7600,0.7760,0.040
1677,0.0115,0.7700,0.7850,0.040
1678,0.0120,0.7720,0.7750,0.038
1679,0.0164,0.7580,0.7730,0.036
1680,0.0103,0.7520,0.7600,0.036
1681,0.0147,0.7560,0.7720,0.039
1682,0.0142,0.7560,0.7640,0.036
1683,0.0124,0.7520,0.7620,0.027
1684,0.0189,0.7560,0.7640,0.044
1685,0.0270,0.7580,0.7670,0.042
1686,0.0147,0.7580,0.7730,0.033
1687,0.0088,0.7520,0.7680,0.038
1688,0.0077,0.7380,0.7610,0.039
1689,0.0163,0.7480,0.7640,0.043
1690,0.0182,0.7600,0.7700,0.038
1691,0.0216,0.7580,0.7640,0.041
1692,0.0122,0.7520,0.7590,0.037
1693,0.0136,0.7480,0.7580,0.037
1694,0.0199,0.7340,0.7520,0.044
1695,0.0176,0.7300,0.7570,0.035
1696,0.0119,0.7560,0.7640,0.036
1697,0.0124,0.7660,0.7770,0.045
1698,0.0082,0.7640,0.7840,0.040
1699,0.0141,0.7600,0.7880,0.037
1700,0.0093,0.7700,0.7890,0.033
1701,0.0162,0.7720,0.7850,0.040
1702,0.0084,0.7560,0.7820,0.040
1703,0.0117,0.7440,0.7680,0.040
1704,0.0176,0.7400,0.7690,0.040
1705,0.0091,0.7500,0.7740,0.032
1706,0.0093,0.7620,0.7790,0.038
1707,0.0078,0.7760,0.7830,0.035
1708,0.0088,0.7740,0.7850,0.039
1709,0.0126,0.7620,0.7760,0.036
1710,0.0158,0.7580,0.7760,0.040
1711,0.0111,0.7480,0.7560,0.035
1712,0.0143,0.7520,0.7550,0.043
1713,0.0124,0.7560,0.7650,0.038
1714,0.0176,0.7780,0.7790,0.040
1715,0.0129,0.7640,0.7830,0.041
1716,0.0256,0.7660,0.7750,0.033
1717,0.0133,0.7640,0.7710,0.035
1718,0.0103,0.7600,0.7700,0.040
1719,0.0116,0.7480,0.7620,0.031
1720,0.0124,0.7480,0.7660,0.034
1721,0.0132,0.7460,0.7690,0.042
1722,0.0087,0.7600,0.7720,0.038
1723,0.0067,0.7660,0.7670,0.048
1724,0.0142,0.7740,0.7710,0.043
1725,0.0183,0.7720,0.7760,0.042
1726,0.0077,0.7620,0.7750,0.040
1727,0.0148,0.7640,0.7810,0.036
1728,0.0149,0.7640,0.7830,0.032
1729,0.0096,0.7560,0.7750,0.044
1730,0.0147,0.7580,0.7820,0.045
1731,0.0104,0.7680,0.7850,0.041
1732,0.0142,0.7760,0.7820,0.042
1733,0.0115,0.7760,0.7770,0.037
1734,0.0169,0.7600,0.7740,0.040
1735,0.0176,0.7620,0.7760,0.033
1736,0.0159,0.7640,0.7770,0.038
1737,0.0139,0.7660,0.7790,0.032
1738,0.0141,0.7600,0.7720,0.036
1739,0.0112,0.7560,0.7660,0.041
1740,0.0111,0.7600,0.7720,0.039
1741,0.0165,0.7640,0.7750,0.040
1742,0.0151,0.7660,0.7760,0.037
1743,0.0202,0.7700,0.7780,0.035
1744,0.0117,0.7700,0.7750,0.036
1745,0.0112,0.7620,0.7710,0.029
1746,0.0145,0.7560,0.7640,0.039
1747,0.0130,0.7500,0.7570,0.034
1748,0.0142,0.7520,0.7560,0.037
1749,0.0098,0.7440,0.7500,0.041
1750,0.0111,0.7480,0.7570,0.040
1751,0.0121,0.7500,0.7630,0.038
1752,0.0139,0.7540,0.7730,0.038
1753,0.0172,0.7740,0.7790,0.040
1754,0.0129,0.7660,0.7790,0.038
1755,0.0129,0.7500,0.7680,0.041
1756,0.0112,0.7560,0.7710,0.037
1757,0.0128,0.7600,0.7720,0.037
1758,0.0102,0.7560,0.7820,0.046
1759,0.0083,0.7600,0.7800,0.044
1760,0.0114,0.7560,0.7730,0.031
1761,0.0140,0.7600,0.7710,0.040
1762,0.0105,0.7540,0.7690,0.040
1763,0.0146,0.7520,0.7730,0.036
1764,0.0132,0.7620,0.7790,0.037
1765,0.0154,0.7680,0.7820,0.037
1766,0.0192,0.7660,0.7810,0.031
1767,0.0187,0.7640,0.7830,0.045
1768,0.0127,0.7500,0.7670,0.040
1769,0.0115,0.7500,0.7590,0.040
1770,0.0133,0.7520,0.7640,0.035
1771,0.0099,0.7580,0.7690,0.042
1772,0.0213,0.7680,0.7800,0.038
1773,0.0148,0.7700,0.7810,0.045
1774,0.0120,0.7680,0.7790,0.050
1775,0.0201,0.7640,0.7780,0.053
1776,0.0091,0.7540,0.7690,0.047
1777,0.0095,0.7420,0.7620,0.042
1778,0.0114,0.7520,0.7620,0.048
1779,0.0116,0.7640,0.7690,0.040
1780,0.0086,0.7620,0.7680,0.075
1781,0.0103,0.7620,0.7720,0.055
1782,0.0129,0.7700,0.7720,0.044
1783,0.0144,0.7720,0.7790,0.043
1784,0.0124,0.7580,0.7710,0.044
1785,0.0158,0.7520,0.7660,0.053
1786,0.0415,0.7760,0.7680,0.037
1787,0.0102,0.7640,0.7680,0.050
1788,0.0148,0.7700,0.7730,0.042
1789,0.0197,0.7620,0.7670,0.038
1790,0.0122,0.7400,0.7540,0.047
1791,0.0155,0.7420,0.7420,0.039
1792,0.0207,0.7440,0.7560,0.041
1793,0.0239,0.7580,0.7630,0.045
1794,0.0108,0.7540,0.7660,0.042
1795,0.0138,0.7600,0.7710,0.042
1796,0.0251,0.7520,0.7700,0.044
1797,0.0267,0.7540,0.7700,0.060
1798,0.0147,0.7500,0.7620,0.046
1799,0.0077,0.7300,0.7380,0.047
1800,0.0105,0.7120,0.7240,0.046
1801,0.0244,0.7300,0.7450,0.047
1802,0.0154,0.7480,0.7700,0.043
1803,0.0124,0.7520,0.7690,0.040
1804,0.0089,0.7560,0.7660,0.040
1805,0.0124,0.7520,0.7600,0.050
1806,0.0213,0.7620,0.7710,0.040
1807,0.0157,0.7540,0.7740,0.042
1808,0.0090,0.7520,0.7700,0.039
1809,0.0206,0.7420,0.7500,0.039
1810,0.0118,0.7360,0.7430,0.041
1811,0.0131,0.7340,0.7460,0.039
1812,0.0217,0.7460,0.7680,0.054
1813,0.0104,0.7540,0.7760,0.046
1814,0.0082,0.7600,0.7750,0.042
1815,0.0166,0.7620,0.7750,0.038
1816,0.0177,0.7640,0.7800,0.050
1817,0.0129,0.7660,0.7820,0.046
1818,0.0143,0.7600,0.7700,0.044
1819,0.0141,0.7440,0.7540,0.050
1820,0.0108,0.7360,0.7550,0.058
1821,0.0157,0.7400,0.7480,0.044
1822,0.0131,0.7440,0.7550,0.041
1823,0.0132,0.7580,0.7630,0.041
1824,0.0148,0.7700,0.7690,0.040
1825,0.0084,0.7660,0.7790,0.040
1826,0.0132,0.7720,0.7770,0.041
1827,0.0153,0.7700,0.7730,0.037
1828,0.0172,0.7560,0.7730,0.034
1829,0.0075,0.7540,0.7640,0.038
1830,0.0111,0.7480,0.7620,0.042
1831,0.0159,0.7460,0.7630,0.034
1832,0.0098,0.7500,0.7740,0.050
1833,0.0103,0.7700,0.7780,0.050
1834,0.0090,0.7760,0.7830,0.045
1835,0.0076,0.7600,0.7840,0.050
1836,0.0087,0.7620,0.7810,0.040
1837,0.0154,0.7620,0.7770,0.047
1838,0.0091,0.7680,0.7770,0.046
1839,0.0078,0.7560,0.7680,0.044
1840,0.0135,0.7440,0.7540,0.043
1841,0.0255,0.7480,0.7610,0.049
1842,0.0156,0.7520,0.7770,0.040
1843,0.0104,0.7500,0.7780,0.050
1844,0.0126,0.7460,0.7800,0.036
1845,0.0110,0.7540,0.7810,0.050
1846,0.0103,0.7640,0.7810,0.040
1847,0.0113,0.7680,0.7810,0.045
1848,0.0107,0.7720,0.7770,0.040
1849,0.0105,0.7720,0.7710,0.041
1850,0.0108,0.7720,0.7690,0.044
1851,0.0134,0.7660,0.7700,0.041
1852,0.0100,0.7580,0.7690,0.042
1853,0.0114,0.7560,0.7680,0.038
1854,0.0168,0.7640,0.7750,0.046
1855,0.0121,0.7680,0.7700,0.042
1856,0.0081,0.7740,0.7730,0.036
1857,0.0121,0.7740,0.7780,0.040
1858,0.0118,0.7740,0.7760,0.033
1859,0.0102,0.7740,0.7770,0.056
1860,0.0083,0.7680,0.7800,0.055
1861,0.0111,0.7740,0.7770,0.068
1862,0.0113,0.7680,0.7720,0.157
1863,0.0128,0.7660,0.7750,0.048
1864,0.0164,0.7680,0.7760,0.054
1865,0.0084,0.7640,0.7730,0.033
1866,0.0214,0.7600,0.7730,0.030
1867,0.0149,0.7620,0.7740,0.032
1868,0.0146,0.7700,0.7810,0.035
1869,0.0148,0.7740,0.7730,0.028
1870,0.0176,0.7740,0.7760,0.042
1871,0.0084,0.7720,0.7730,0.042
1872,0.0118,0.7620,0.7760,0.040
1873,0.0082,0.7580,0.7670,0.040
1874,0.0103,0.7560,0.7680,0.034
1875,0.0115,0.7580,0.7640,0.045
1876,0.0102,0.7620,0.7690,0.035
1877,0.0144,0.7680,0.7750,0.037
1878,0.0157,0.7640,0.7830,0.033
1879,0.0135,0.7620,0.7710,0.037
1880,0.0292,0.7540,0.7650,0.038
1881,0.0142,0.7580,0.7710,0.040
1882,0.0198,0.7680,0.7860,0.034
1883,0.0156,0.7700,0.7840,0.034
1884,0.0145,0.7560,0.7710,0.030
1885,0.0159,0.7540,0.7700,0.035
1886,0.0121,0.7580,0.7730,0.042
1887,0.0097,0.7640,0.7740,0.034
1888,0.0115,0.7620,0.7790,0.023
1889,0.0134,0.7640,0.7790,0.036
1890,0.0123,0.7680,0.7770,0.034
1891,0.0101,0.7640,0.7810,0.042
1892,0.0178,0.7620,0.7760,0.036
1893,0.0158,0.7680,0.7800,0.030
1894,0.0183,0.7580,0.7770,0.038
1895,0.0097,0.7580,0.7770,0.035
1896,0.0109,0.7600,0.7740,0.038
1897,0.0103,0.7640,0.7740,0.040
1898,0.0128,0.7660,0.7760,0.043
1899,0.0098,0.7660,0.7740,0.040
1900,0.0120,0.7620,0.7780,0.043
1901,0.0128,0.7600,0.7810,0.036
1902,0.0158,0.7540,0.7700,0.034
1903,0.0164,0.7500,0.7620,0.032
1904,0.0217,0.7480,0.7760,0.030
1905,0.0141,0.7500,0.7690,0.040
1906,0.0113,0.7540,0.7680,0.030
1907,0.0110,0.7600,0.7720,0.026
1908,0.0193,0.7660,0.7760,0.028
1909,0.0115,0.7660,0.7790,0.029
1910,0.0104,0.7460,0.7680,0.036
1911,0.0111,0.7480,0.7560,0.025
1912,0.0216,0.7580,0.7720,0.028
1913,0.0100,0.7560,0.7700,0.037
1914,0.0106,0.7520,0.7670,0.036
1915,0.0251,0.7540,0.7640,0.037
1916,0.0088,0.7660,0.7750,0.034
1917,0.0147,0.7620,0.7740,0.036
1918,0.0114,0.7740,0.7770,0.040
1919,0.0093,0.7760,0.7810,0.047
1920,0.0100,0.7640,0.7740,0.033
1921,0.0151,0.7580,0.7710,0.041
1922,0.0108,0.7620,0.7680,0.028
1923,0.0107,0.7700,0.7790,0.039
1924,0.0081,0.7740,0.7820,0.025
1925,0.0104,0.7780,0.7750,0.034
1926,0.0137,0.7700,0.7780,0.036
1927,0.0147,0.7720,0.7850,0.038
1928,0.0101,0.7740,0.7800,0.030
1929,0.0110,0.7620,0.7740,0.032
1930,0.0107,0.7620,0.7710,0.034
1931,0.0142,0.7540,0.7690,0.035
1932,0.0112,0.7660,0.7780,0.035
1933,0.0078,0.7660,0.7770,0.031
1934,0.0119,0.7720,0.7830,0.041
1935,0.0097,0.7720,0.7790,0.034
1936,0.0171,0.7760,0.7820,0.038
1937,0.0113,0.7680,0.7830,0.038
1938,0.0118,0.7600,0.7760,0.040
1939,0.0137,0.7540,0.7770,0.046
1940,0.0145,0.7540,0.7740,0.034
1941,0.0214,0.7640,0.7830,0.048
1942,0.0142,0.7720,0.7830,0.040
1943,0.0123,0.7640,0.7750,0.038
1944,0.0176,0.7680,0.7680,0.032
1945,0.0201,0.7600,0.7760,0.032
1946,0.0272,0.7560,0.7720,0.023
