epoch,loss,val_acc,test_acc,epoch_time_s
662,0.0136,0.7520,0.7600,0.033
663,0.0119,0.7380,0.7510,0.035
664,0.0121,0.7420,0.7530,0.031
665,0.0161,0.7680,0.7580,0.032
666,0.0119,0.7720,0.7630,0.032
667,0.0072,0.7720,0.7650,0.030
668,0.0100,0.7640,0.7640,0.024
669,0.0217,0.7560,0.7560,0.030
670,0.0102,0.7580,0.7490,0.033
671,0.0158,0.7580,0.7520,0.035
672,0.0114,0.7560,0.7550,0.028
673,0.0142,0.7580,0.7660,0.028
674,0.0132,0.7660,0.7810,0.029
675,0.0129,0.7700,0.7820,0.035
676,0.0203,0.7700,0.7730,0.032
677,0.0156,0.7520,0.7530,0.032
678,0.0205,0.7540,0.7590,0.032
679,0.0114,0.7580,0.7640,0.028
680,0.0098,0.7540,0.7540,0.029
681,0.0138,0.7580,0.7620,0.037
682,0.0127,0.7680,0.7650,0.033
683,0.0099,0.7720,0.7690,0.030
684,0.0132,0.7620,0.7700,0.025
685,0.0167,0.7600,0.7680,0.028
686,0.0182,0.7460,0.7540,0.034
687,0.0115,0.7340,0.7340,0.030
688,0.0212,0.7380,0.7430,0.032
689,0.0211,0.7600,0.7640,0.032
690,0.0095,0.7640,0.7690,0.031
691,0.0124,0.7640,0.7640,0.026
692,0.0184,0.7600,0.7600,0.032
693,0.0126,0.7560,0.7540,0.031
694,0.0144,0.7640,0.7470,0.035
695,0.0111,0.7540,0.7490,0.034
696,0.0142,0.7580,0.7570,0.026
697,0.0121,0.7680,0.7590,0.032
698,0.0138,0.7660,0.7620,0.036
699,0.0186,0.7600,0.7750,0.032
700,0.0140,0.7560,0.7650,0.030
701,0.0109,0.7480,0.7690,0.032
702,0.0160,0.7440,0.7650,0.030
703,0.0166,0.7600,0.7680,0.038
704,0.0204,0.7580,0.7580,0.025
705,0.0140,0.7560,0.7470,0.031
706,0.0230,0.7560,0.7530,0.034
707,0.0096,0.7600,0.7560,0.032
708,0.0198,0.7580,0.7570,0.029
709,0.0155,0.7580,0.7620,0.028
710,0.0195,0.7680,0.7680,0.030
711,0.0157,0.7680,0.7740,0.022
712,0.0223,0.7560,0.7760,0.035
713,0.0085,0.7560,0.7670,0.034
714,0.0287,0.7380,0.7500,0.028
715,0.0113,0.7200,0.7190,0.034
716,0.0225,0.7440,0.7340,0.023
717,0.0206,0.7720,0.7590,0.029
718,0.0156,0.7680,0.7800,0.031
719,0.0204,0.7640,0.7790,0.033
720,0.0127,0.7680,0.7790,0.032
721,0.0133,0.7720,0.7750,0.035
722,0.0104,0.7580,0.7720,0.028
723,0.0111,0.7560,0.7720,0.035
724,0.0113,0.7560,0.7690,0.032
725,0.0186,0.7600,0.7740,0.035
726,0.0086,0.7660,0.7680,0.033
727,0.0128,0.7620,0.7670,0.032
728,0.0265,0.7640,0.7630,0.032
729,0.0091,0.7620,0.7600,0.025
730,0.0083,0.7600,0.7530,0.032
731,0.0129,0.7540,0.7490,0.026
732,0.0149,0.7600,0.7550,0.029
733,0.0105,0.7640,0.7680,0.028
734,0.0099,0.7660,0.7680,0.035
735,0.0161,0.7740,0.7700,0.024
736,0.0159,0.7520,0.7640,0.032
737,0.0107,0.7420,0.7560,0.034
738,0.0187,0.7420,0.7550,0.031
739,0.0099,0.7400,0.7500,0.027
740,0.0176,0.7560,0.7620,0.029
741,0.0145,0.7700,0.7740,0.038
742,0.0206,0.7640,0.7710,0.033
743,0.0129,0.7580,0.7670,0.033
744,0.0152,0.7540,0.7590,0.025
745,0.0194,0.7700,0.7620,0.035
746,0.0184,0.7620,0.7540,0.029
747,0.0154,0.7620,0.7610,0.035
748,0.0088,0.7660,0.7720,0.034
749,0.0099,0.7700,0.7740,0.028
750,0.0162,0.7580,0.7710,0.026
751,0.0159,0.7540,0.7730,0.026
752,0.0112,0.7500,0.7720,0.032
753,0.0211,0.7620,0.7750,0.028
754,0.0096,0.7620,0.7600,0.030
755,0.0192,0.7620,0.7700,0.030
756,0.0161,0.7660,0.7600,0.035
757,0.0092,0.7560,0.7440,0.037
758,0.0158,0.7580,0.7500,0.033
759,0.0115,0.7680,0.7700,0.028
760,0.0132,0.7620,0.7650,0.028
761,0.0145,0.7620,0.7640,0.034
762,0.0125,0.7520,0.7600,0.032
763,0.0131,0.7540,0.7750,0.033
764,0.0083,0.7540,0.7730,0.034
765,0.0108,0.7600,0.7700,0.032
766,0.0133,0.7620,0.7700,0.033
767,0.0117,0.7520,0.7640,0.027
768,0.0150,0.7500,0.7610,0.026
769,0.0162,0.7560,0.7650,0.032
770,0.0121,0.7560,0.7720,0.032
771,0.0164,0.7680,0.7770,0.032
772,0.0109,0.7680,0.7740,0.032
773,0.0220,0.7460,0.7610,0.032
774,0.0103,0.7380,0.7390,0.028
775,0.0258,0.7480,0.7620,0.034
776,0.0133,0.7580,0.7610,0.020
777,0.0120,0.7560,0.7760,0.032
778,0.0174,0.7640,0.7770,0.034
779,0.0174,0.7560,0.7650,0.024
780,0.0155,0.7420,0.7410,0.035
781,0.0164,0.7300,0.7330,0.035
782,0.0171,0.7460,0.7540,0.034
783,0.0238,0.7520,0.7590,0.028
784,0.0255,0.7580,0.7520,0.030
785,0.0257,0.7580,0.7600,0.026
786,0.0159,0.7340,0.7380,0.027
787,0.0234,0.7300,0.7460,0.035
788,0.0189,0.7520,0.7560,0.032
789,0.0150,0.7600,0.7790,0.033
790,0.0154,0.7600,0.7760,0.035
791,0.0120,0.7460,0.7640,0.030
792,0.0185,0.7520,0.7660,0.032
793,0.0309,0.7700,0.7810,0.038
794,0.0164,0.7640,0.7710,0.030
795,0.0128,0.7380,0.7480,0.032
796,0.0154,0.7380,0.7400,0.035
797,0.0196,0.7460,0.7460,0.033
798,0.0135,0.7660,0.7670,0.036
799,0.0088,0.7580,0.7740,0.038
800,0.0097,0.7640,0.7690,0.030
801,0.0118,0.7620,0.7750,0.032
802,0.0108,0.7560,0.7730,0.034
803,0.0166,0.7440,0.7670,0.034
804,0.0165,0.7440,0.7600,0.030
805,0.0080,0.7420,0.7500,0.030
806,0.0170,0.7480,0.7530,0.033
807,0.0134,0.7680,0.7700,0.032
808,0.0101,0.7600,0.7690,0.025
809,0.0183,0.7600,0.7580,0.035
810,0.0227,0.7500,0.7490,0.033
811,0.0306,0.7480,0.7600,0.036
812,0.0134,0.7380,0.7240,0.035
813,0.0354,0.7480,0.7600,0.027
814,0.0218,0.7660,0.7690,0.035
815,0.0160,0.7480,0.7660,0.034
816,0.0188,0.7360,0.7480,0.029
817,0.0201,0.7380,0.7550,0.034
818,0.0079,0.7520,0.7650,0.034
819,0.0121,0.7660,0.7750,0.030
820,0.0091,0.7580,0.7600,0.036
821,0.0179,0.7420,0.7590,0.036
822,0.0164,0.7460,0.7650,0.032
823,0.0116,0.7600,0.7820,0.030
824,0.0125,0.7620,0.7770,0.034
825,0.0160,0.7600,0.7720,0.030
826,0.0110,0.7440,0.7680,0.036
827,0.0233,0.7560,0.7630,0.034
828,0.0118,0.7660,0.7700,0.034
829,0.0221,0.7620,0.7670,0.030
830,0.0130,0.7440,0.7610,0.036
831,0.0172,0.7240,0.7400,0.031
832,0.0475,0.7680,0.7700,0.033
833,0.0215,0.7660,0.7600,0.024
834,0.0175,0.7600,0.7460,0.031
835,0.0303,0.7500,0.7520,0.035
836,0.0144,0.7420,0.7510,0.036
837,0.0132,0.7360,0.7330,0.024
838,0.0164,0.7460,0.7480,0.036
839,0.0215,0.7540,0.7650,0.026
840,0.0226,0.7660,0.7760,0.033
841,0.0126,0.7600,0.7620,0.029
842,0.0154,0.7660,0.7490,0.037
843,0.0209,0.7740,0.7620,0.031
844,0.0093,0.7700,0.7730,0.028
845,0.0151,0.7600,0.7700,0.036
846,0.0110,0.7540,0.7530,0.034
847,0.0266,0.7580,0.7580,0.032
848,0.0111,0.7540,0.7530,0.033
849,0.0091,0.7420,0.7610,0.033
850,0.0182,0.7520,0.7640,0.029
851,0.0108,0.7580,0.7660,0.037
852,0.0109,0.7660,0.7680,0.036
853,0.0182,0.7540,0.7600,0.033
854,0.0114,0.7460,0.7520,0.037
855,0.0149,0.7500,0.7570,0.030
856,0.0084,0.7680,0.7610,0.030
857,0.0149,0.7700,0.7740,0.038
858,0.0127,0.7700,0.7760,0.032
859,0.0173,0.7420,0.7660,0.032
860,0.0105,0.7340,0.7550,0.023
861,0.0139,0.7360,0.7570,0.039
862,0.0172,0.7540,0.7720,0.026
863,0.0122,0.7600,0.7730,0.030
864,0.0164,0.7600,0.7660,0.035
865,0.0212,0.7660,0.7800,0.033
866,0.0078,0.7560,0.7700,0.035
867,0.0167,0.7400,0.7500,0.032
868,0.0123,0.7480,0.7430,0.034
869,0.0185,0.7500,0.7780,0.030
870,0.0195,0.7560,0.7700,0.028
871,0.0138,0.7580,0.7520,0.028
872,0.0301,0.7600,0.7590,0.024
873,0.0130,0.7420,0.7710,0.035
874,0.0084,0.7300,0.7320,0.021
875,0.0195,0.7300,0.7340,0.030
876,0.0137,0.7440,0.7530,0.027
877,0.0171,0.7620,0.7680,0.022
878,0.0119,0.7580,0.7630,0.031
879,0.0147,0.7580,0.7580,0.035
880,0.0082,0.7560,0.7560,0.034
881,0.0147,0.7560,0.7570,0.042
882,0.0278,0.7540,0.7560,0.025
883,0.0156,0.7660,0.7500,0.043
884,0.0241,0.7500,0.7670,0.039
885,0.0091,0.7400,0.7550,0.027
886,0.0448,0.7700,0.7690,0.032
887,0.0233,0.7560,0.7690,0.024
888,0.0336,0.7560,0.7640,0.032
889,0.0261,0.7440,0.7450,0.032
890,0.0210,0.7240,0.7200,0.036
891,0.0266,0.7400,0.7490,0.034
892,0.0192,0.7720,0.7680,0.035
893,0.0131,0.7660,0.7750,0.031
894,0.0234,0.7500,0.7750,0.028
895,0.0097,0.7560,0.7670,0.035
896,0.0105,0.7480,0.7540,0.027
897,0.0254,0.7560,0.7680,0.029
898,0.0159,0.7580,0.7750,0.033
899,0.0193,0.7460,0.7730,0.034
900,0.0306,0.7420,0.7590,0.032
901,0.0103,0.7260,0.7410,0.029
902,0.0175,0.7360,0.7470,0.037
903,0.0134,0.7460,0.7680,0.036
904,0.0099,0.7620,0.7850,0.030
905,0.0095,0.7600,0.7840,0.030
906,0.0216,0.7640,0.7790,0.031
907,0.0141,0.7460,0.7750,0.033
908,0.0156,0.7440,0.7720,0.028
909,0.0155,0.7540,0.7840,0.032
910,0.0082,0.7680,0.7810,0.023
911,0.0152,0.7580,0.7780,0.039
912,0.0114,0.7560,0.7800,0.034
913,0.0114,0.7540,0.7770,0.037
914,0.0087,0.7500,0.7720,0.033
915,0.0107,0.7560,0.7640,0.039
916,0.0090,0.7600,0.7640,0.037
917,0.0095,0.7680,0.7710,0.032
918,0.0119,0.7660,0.7780,0.021
919,0.0129,0.7620,0.7770,0.033
920,0.0091,0.7660,0.7780,0.032
921,0.0121,0.7660,0.7760,0.032
922,0.0104,0.7620,0.7690,0.036
923,0.0083,0.7540,0.7730,0.028
924,0.0143,0.7540,0.7690,0.028
925,0.0088,0.7340,0.7590,0.036
926,0.0185,0.7480,0.7560,0.034
927,0.0139,0.7560,0.7640,0.028
928,0.0090,0.7500,0.7680,0.033
929,0.0174,0.7540,0.7580,0.035
930,0.0169,0.7420,0.7530,0.032
931,0.0162,0.7460,0.7620,0.028
932,0.0100,0.7540,0.7690,0.029
933,0.0106,0.7480,0.7730,0.033
934,0.0233,0.7700,0.7740,0.030
935,0.0138,0.7580,0.7710,0.032
936,0.0196,0.7480,0.7660,0.027
937,0.0128,0.7500,0.7770,0.028
938,0.0118,0.7440,0.7740,0.024
939,0.0129,0.7520,0.7830,0.032
940,0.0130,0.7680,0.7860,0.033
941,0.0121,0.7660,0.7820,0.038
942,0.0123,0.7580,0.7740,0.036
943,0.0076,0.7560,0.7750,0.034
944,0.0117,0.7680,0.7810,0.036
945,0.0137,0.7580,0.7810,0.030
946,0.0121,0.7560,0.7770,0.033
947,0.0151,0.7680,0.7860,0.036
948,0.0108,0.7660,0.7710,0.038
949,0.0092,0.7600,0.7600,0.035
950,0.0120,0.7600,0.7570,0.032
951,0.0168,0.7620,0.7610,0.033
952,0.0231,0.7560,0.7720,0.034
953,0.0125,0.7540,0.7680,0.028
954,0.0130,0.7680,0.7780,0.030
955,0.0103,0.7720,0.7740,0.024
956,0.0139,0.7660,0.7700,0.026
957,0.0128,0.7640,0.7740,0.030
958,0.0143,0.7600,0.7710,0.028
959,0.0099,0.7640,0.7630,0.032
960,0.0166,0.7660,0.7730,0.020
961,0.0138,0.7680,0.7730,0.035
962,0.0121,0.7680,0.7790,0.030
963,0.0167,0.7740,0.7780,0.028
964,0.0126,0.7660,0.7780,0.027
965,0.0148,0.7680,0.7760,0.035
966,0.0092,0.7540,0.7750,0.036
967,0.0119,0.7600,0.7730,0.034
968,0.0140,0.7580,0.7780,0.029
969,0.0100,0.7720,0.7800,0.026
970,0.0064,0.7660,0.7760,0.035
971,0.0122,0.7660,0.7770,0.034
972,0.0133,0.7600,0.7720,0.031
973,0.0125,0.7560,0.7710,0.027
974,0.0106,0.7540,0.7670,0.028
975,0.0118,0.7600,0.7730,0.030
976,0.0140,0.7640,0.7850,0.034
977,0.0127,0.7600,0.7790,0.036
978,0.0206,0.7660,0.7850,0.035
979,0.0176,0.7580,0.7800,0.036
980,0.0179,0.7600,0.7710,0.039
981,0.0116,0.7480,0.7670,0.031
982,0.0168,0.7580,0.7720,0.034
983,0.0180,0.7540,0.7660,0.031
984,0.0110,0.7520,0.7640,0.038
985,0.0250,0.7560,0.7710,0.026
986,0.0150,0.7680,0.7730,0.034
987,0.0112,0.7420,0.7460,0.032
988,0.0200,0.7440,0.7570,0.034
989,0.0152,0.7500,0.7770,0.027
990,0.0186,0.7620,0.7800,0.024
991,0.0140,0.7620,0.7740,0.030
992,0.0162,0.7560,0.7790,0.035
993,0.0142,0.7620,0.7840,0.025
994,0.0084,0.7540,0.7750,0.044
995,0.0117,0.7480,0.7670,0.032
996,0.0096,0.7440,0.7670,0.032
997,0.0112,0.7560,0.7690,0.032
998,0.0095,0.7480,0.7730,0.029
999,0.0088,0.7560,0.7690,0.031
1000,0.0097,0.7560,0.7740,0.034
1001,0.0226,0.7600,0.7830,0.036
1002,0.0121,0.7500,0.7770,0.030
1003,0.0096,0.7400,0.7740,0.028
1004,0.0150,0.7460,0.7700,0.032
1005,0.0198,0.7520,0.7790,0.025
1006,0.0140,0.7600,0.7850,0.035
1007,0.0111,0.7720,0.7800,0.035
1008,0.0082,0.7580,0.7800,0.029
1009,0.0123,0.7640,0.7820,0.024
1010,0.0200,0.7600,0.7700,0.023
1011,0.0109,0.7420,0.7610,0.045
1012,0.0161,0.7440,0.7570,0.035
1013,0.0173,0.7580,0.7790,0.032
1014,0.0120,0.7780,0.7820,0.032
1015,0.0104,0.7640,0.7800,0.022
1016,0.0252,0.7780,0.7780,0.026
1017,0.0272,0.7680,0.7730,0.031
1018,0.0122,0.7640,0.7550,0.033
1019,0.0211,0.7580,0.7580,0.039
1020,0.0146,0.7600,0.7610,0.034
1021,0.0131,0.7420,0.7600,0.036
1022,0.0202,0.7680,0.7770,0.032
1023,0.0159,0.7620,0.7780,0.024
1024,0.0110,0.7460,0.7610,0.034
1025,0.0208,0.7400,0.7600,0.032
1026,0.0199,0.7300,0.7500,0.033
1027,0.0195,0.7300,0.7400,0.027
1028,0.0250,0.7600,0.7770,0.034
1029,0.0095,0.7600,0.7700,0.026
1030,0.0162,0.7480,0.7650,0.024
1031,0.0136,0.7560,0.7660,0.036
1032,0.0140,0.7700,0.7710,0.034
1033,0.0253,0.7480,0.7590,0.030
1034,0.0081,0.7240,0.7310,0.035
1035,0.0147,0.7360,0.7460,0.031
1036,0.0137,0.7400,0.7560,0.036
1037,0.0172,0.7460,0.7730,0.033
1038,0.0184,0.7620,0.7780,0.030
1039,0.0205,0.7520,0.7650,0.030
1040,0.0166,0.7560,0.7570,0.030
1041,0.0250,0.7480,0.7640,0.035
1042,0.0145,0.7440,0.7440,0.040
1043,0.0136,0.7280,0.7400,0.038
1044,0.0417,0.7620,0.7780,0.027
1045,0.0086,0.7520,0.7610,0.033
1046,0.0195,0.7420,0.7560,0.032
1047,0.0804,0.7140,0.7370,0.036
1048,0.0237,0.5440,0.5690,0.024
1049,0.3894,0.5260,0.5420,0.035
1050,0.5470,0.6720,0.6870,0.034
1051,0.3198,0.7120,0.7420,0.029
1052,0.0762,0.6940,0.7200,0.031
1053,0.0840,0.5760,0.6090,0.032
1054,0.4110,0.7280,0.7750,0.030
1055,0.0430,0.7280,0.7840,0.033
1056,0.0673,0.7360,0.7700,0.027
1057,0.1381,0.7520,0.7670,0.032
1058,0.0711,0.7380,0.7430,0.036
1059,0.0527,0.7100,0.7150,0.034
1060,0.1192,0.7320,0.7490,0.031
1061,0.0625,0.7640,0.7740,0.041
1062,0.0297,0.7740,0.7840,0.034
1063,0.0331,0.7740,0.7900,0.037
1064,0.0725,0.7500,0.7670,0.023
1065,0.0289,0.7460,0.7280,0.036
1066,0.0440,0.7540,0.7400,0.034
1067,0.0258,0.7520,0.7560,0.020
1068,0.0298,0.7580,0.7860,0.035
1069,0.0210,0.7780,0.7940,0.032
1070,0.0024,0.7820,0.7910,0.032
1071,0.0053,0.7700,0.7880,0.032
1072,0.0104,0.7620,0.7770,0.028
1073,0.0048,0.7620,0.7680,0.034
1074,0.0058,0.7600,0.7590,0.036
1075,0.0444,0.7540,0.7620,0.036
1076,0.0071,0.7580,0.7650,0.029
1077,0.0075,0.7540,0.7670,0.035
1078,0.0119,0.7560,0.7610,0.026
1079,0.0118,0.7620,0.7750,0.030
1080,0.0096,0.7740,0.7820,0.032
1081,0.0027,0.7840,0.7880,0.038
1082,0.0031,0.7760,0.7930,0.025
1083,0.0131,0.7700,0.7940,0.038
1084,0.0124,0.7700,0.7900,0.028
1085,0.0029,0.7740,0.7800,0.030
1086,0.0037,0.7680,0.7770,0.034
1087,0.0054,0.7680,0.7740,0.028
1088,0.0040,0.7660,0.7720,0.043
1089,0.0096,0.7680,0.7810,0.029
1090,0.0034,0.7720,0.7890,0.033
1091,0.0075,0.7700,0.7870,0.030
1092,0.0052,0.7720,0.7880,0.039
1093,0.0075,0.7680,0.7890,0.032
1094,0.0178,0.7720,0.7940,0.030
1095,0.0063,0.7740,0.7980,0.032
1096,0.0190,0.7740,0.8010,0.034
1097,0.0370,0.7660,0.7920,0.032
1098,0.0102,0.7560,0.7740,0.034
1099,0.0067,0.7400,0.7460,0.022
1100,0.0162,0.7480,0.7560,0.028
1101,0.0209,0.7600,0.7740,0.034
1102,0.0152,0.7660,0.7870,0.030
1103,0.0068,0.7700,0.7900,0.034
1104,0.0104,0.7640,0.7890,0.032
1105,0.0297,0.7740,0.7860,0.034
1106,0.0160,0.7700,0.7850,0.036
1107,0.0128,0.7620,0.7730,0.030
1108,0.0094,0.7580,0.7590,0.030
1109,0.0134,0.7480,0.7480,0.034
1110,0.0140,0.7500,0.7480,0.031
1111,0.0126,0.7480,0.7500,0.025
1112,0.0157,0.7580,0.7740,0.042
1113,0.0062,0.7760,0.7730,0.033
1114,0.0086,0.7840,0.7860,0.032
1115,0.0213,0.7820,0.7860,0.029
1116,0.0104,0.7860,0.7870,0.028
1117,0.0127,0.7800,0.7840,0.026
1118,0.0093,0.7720,0.7860,0.036
1119,0.0092,0.7640,0.7830,0.034
1120,0.0090,0.7580,0.7760,0.035
1121,0.0083,0.7580,0.7760,0.035
1122,0.0080,0.7600,0.7750,0.030
1123,0.0076,0.7660,0.7820,0.034
1124,0.0144,0.7640,0.7820,0.031
1125,0.0099,0.7700,0.7840,0.038
1126,0.0084,0.7740,0.7870,0.027
1127,0.0113,0.7740,0.7870,0.036
1128,0.0150,0.7760,0.7880,0.034
1129,0.0097,0.7780,0.7900,0.032
1130,0.0097,0.7720,0.7860,0.026
1131,0.0107,0.7740,0.7790,0.032
1132,0.0084,0.7700,0.7740,0.033
1133,0.0107,0.7600,0.7690,0.033
1134,0.0105,0.7560,0.7670,0.026
1135,0.0169,0.7620,0.7740,0.030
1136,0.0094,0.7620,0.7790,0.040
1137,0.0103,0.7580,0.7820,0.032
1138,0.0166,0.7560,0.7860,0.031
1139,0.0180,0.7580,0.7830,0.040
1140,0.0145,0.7680,0.7860,0.037
1141,0.0096,0.7580,0.7810,0.036
1142,0.0107,0.7520,0.7700,0.026
1143,0.0219,0.7480,0.7670,0.032
1144,0.0165,0.7460,0.7690,0.032
1145,0.0136,0.7500,0.7700,0.032
1146,0.0216,0.7640,0.7760,0.035
1147,0.0149,0.7600,0.7700,0.037
1148,0.0087,0.7580,0.7700,0.028
1149,0.0121,0.7520,0.7690,0.035
1150,0.0142,0.7460,0.7700,0.035
1151,0.0188,0.7520,0.7690,0.022
1152,0.0162,0.7520,0.7700,0.032
1153,0.0100,0.7540,0.7710,0.032
1154,0.0168,0.7540,0.7670,0.037
1155,0.0138,0.7540,0.7760,0.040
1156,0.0109,0.7620,0.7740,0.035
1157,0.0139,0.7640,0.7790,0.027
1158,0.0103,0.7600,0.7700,0.027
1159,0.0192,0.7480,0.7740,0.043
1160,0.0145,0.7500,0.7700,0.029
1161,0.0153,0.7460,0.7670,0.038
1162,0.0125,0.7460,0.7640,0.033
1163,0.0118,0.7560,0.7710,0.040
1164,0.0114,0.7620,0.7730,0.031
1165,0.0123,0.7680,0.7720,0.030
1166,0.0188,0.7620,0.7700,0.030
1167,0.0099,0.7620,0.7620,0.044
1168,0.0179,0.7600,0.7680,0.030
1169,0.0099,0.7620,0.7680,0.030
1170,0.0143,0.7680,0.7720,0.036
1171,0.0117,0.7580,0.7720,0.024
1172,0.0112,0.7660,0.7700,0.034
1173,0.0167,0.7640,0.7720,0.028
1174,0.0130,0.7600,0.7690,0.032
1175,0.0107,0.7700,0.7760,0.032
1176,0.0109,0.7700,0.7760,0.029
1177,0.0069,0.7680,0.7800,0.026
1178,0.0119,0.7680,0.7840,0.033
1179,0.0100,0.7680,0.7790,0.029
1180,0.0107,0.7660,0.7780,0.024
1181,0.0108,0.7660,0.7830,0.032
1182,0.0146,0.7700,0.7810,0.036
1183,0.0135,0.7540,0.7730,0.025
1184,0.0090,0.7440,0.7670,0.037
1185,0.0141,0.7600,0.7730,0.034
1186,0.0177,0.7620,0.7760,0.032
1187,0.0166,0.7680,0.7760,0.031
1188,0.0129,0.7740,0.7800,0.025
1189,0.0132,0.7720,0.7780,0.034
1190,0.0138,0.7720,0.7810,0.030
1191,0.0100,0.7700,0.7790,0.034
1192,0.0154,0.7660,0.7810,0.032
1193,0.0098,0.7600,0.7790,0.030
1194,0.0165,0.7560,0.7770,0.034
1195,0.0194,0.7600,0.7700,0.038
1196,0.0149,0.7660,0.7710,0.036
1197,0.0177,0.7680,0.7710,0.036
1198,0.0090,0.7640,0.7750,0.041
1199,0.0128,0.7600,0.7720,0.034
1200,0.0178,0.7560,0.7650,0.035
1201,0.0219,0.7600,0.7690,0.037
1202,0.0184,0.7600,0.7710,0.028
1203,0.0127,0.7660,0.7700,0.036
1204,0.0115,0.7680,0.7710,0.029
1205,0.0111,0.7700,0.7750,0.025
1206,0.0137,0.7780,0.7740,0.024
1207,0.0124,0.7700,0.7670,0.035
1208,0.0114,0.7700,0.7680,0.024
1209,0.0154,0.7640,0.7770,0.028
1210,0.0139,0.7640,0.7690,0.034
1211,0.0106,0.7640,0.7760,0.034
1212,0.0169,0.7680,0.7760,0.034
1213,0.0104,0.7680,0.7670,0.031
1214,0.0081,0.7660,0.7660,0.036
1215,0.0133,0.7620,0.7650,0.032
1216,0.0236,0.7660,0.7630,0.023
1217,0.0136,0.7700,0.7690,0.029
1218,0.0143,0.7600,0.7680,0.037
1219,0.0161,0.7660,0.7700,0.039
1220,0.0162,0.7660,0.7650,0.033
1221,0.0326,0.7660,0.7740,0.033
1222,0.0148,0.7620,0.7670,0.043
1223,0.0158,0.7620,0.7680,0.037
1224,0.0119,0.7660,0.7680,0.035
1225,0.0120,0.7660,0.7670,0.025
1226,0.0152,0.7680,0.7700,0.032
1227,0.0116,0.7640,0.7700,0.032
1228,0.0187,0.7680,0.7750,0.034
1229,0.0086,0.7660,0.7760,0.034
1230,0.0210,0.7540,0.7660,0.040
1231,0.0140,0.7400,0.7630,0.032
1232,0.0153,0.7440,0.7590,0.036
1233,0.0190,0.7460,0.7720,0.034
1234,0.0162,0.7620,0.7750,0.025
1235,0.0165,0.7700,0.7690,0.026
1236,0.0184,0.7700,0.7690,0.038
1237,0.0112,0.7740,0.7710,0.035
1238,0.0133,0.7740,0.7720,0.024
1239,0.0117,0.7740,0.7730,0.036
1240,0.0155,0.7700,0.7680,0.028
1241,0.0172,0.7680,0.7730,0.035
1242,0.0108,0.7540,0.7740,0.034
1243,0.0111,0.7560,0.7750,0.029
1244,0.0171,0.7600,0.7770,0.031
1245,0.0126,0.7700,0.7760,0.028
1246,0.0162,0.7760,0.7770,0.038
1247,0.0107,0.7720,0.7750,0.030
1248,0.0077,0.7700,0.7740,0.035
1249,0.0080,0.7740,0.7750,0.037
1250,0.0106,0.7760,0.7730,0.034
1251,0.0096,0.7700,0.7730,0.034
1252,0.0179,0.7700,0.7780,0.026
1253,0.0141,0.7700,0.7790,0.032
1254,0.0074,0.7640,0.7770,0.032
1255,0.0156,0.7700,0.7790,0.036
1256,0.0163,0.7640,0.7810,0.032
1257,0.0098,0.7700,0.7810,0.024
1258,0.0109,0.7660,0.7820,0.032
1259,0.0110,0.7600,0.7840,0.030
1260,0.0097,0.7640,0.7810,0.036
1261,0.0126,0.7700,0.7760,0.042
1262,0.0190,0.7680,0.7780,0.033
1263,0.0097,0.7580,0.7710,0.029
1264,0.0166,0.7660,0.7800,0.030
1265,0.0117,0.7760,0.7770,0.036
1266,0.0089,0.7660,0.7830,0.030
1267,0.0151,0.7680,0.7790,0.031
1268,0.0188,0.7680,0.7760,0.034
1269,0.0128,0.7700,0.7780,0.034
1270,0.0095,0.7620,0.7740,0.032
1271,0.0106,0.7660,0.7700,0.025
1272,0.0144,0.7660,0.7730,0.035
1273,0.0130,0.7620,0.7760,0.028
1274,0.0100,0.7660,0.7820,0.034
1275,0.0091,0.7700,0.7790,0.028
1276,0.0110,0.7700,0.7820,0.032
1277,0.0138,0.7680,0.7820,0.033
1278,0.0138,0.7700,0.7840,0.025
1279,0.0129,0.7600,0.7810,0.034
1280,0.0127,0.7560,0.7740,0.026
1281,0.0114,0.7560,0.7730,0.042
1282,0.0125,0.7580,0.7810,0.037
1283,0.0118,0.7660,0.7800,0.032
1284,0.0136,0.7700,0.7840,0.032
1285,0.0169,0.7700,0.7830,0.026
1286,0.0113,0.7660,0.7800,0.024
1287,0.0109,0.7680,0.7780,0.039
1288,0.0142,0.7640,0.7750,0.027
1289,0.0160,0.7560,0.7780,0.028
1290,0.0128,0.7580,0.7730,0.032
1291,0.0190,0.7600,0.7710,0.030
1292,0.0123,0.7600,0.7730,0.051
1293,0.0089,0.7620,0.7730,0.041
1294,0.0106,0.7660,0.7750,0.028
1295,0.0230,0.7660,0.7760,0.034
1296,0.0120,0.7580,0.7740,0.033
1297,0.0123,0.7540,0.7730,0.033
1298,0.0108,0.7600,0.7800,0.030
1299,0.0113,0.7720,0.7740,0.036
1300,0.0134,0.7720,0.7770,0.028
1301,0.0169,0.7600,0.7770,0.038
1302,0.0111,0.7580,0.7740,0.034
1303,0.0111,0.7620,0.7740,0.031
1304,0.0128,0.7600,0.7800,0.030
1305,0.0117,0.7700,0.7780,0.026
1306,0.0148,0.7660,0.7750,0.037
1307,0.0143,0.7620,0.7740,0.029
1308,0.0160,0.7700,0.7780,0.036
1309,0.0117,0.7720,0.7800,0.027
1310,0.0146,0.7740,0.7780,0.035
1311,0.0157,0.7700,0.7750,0.039
