timestep,ep_rew_mean,ep_len_mean,wall_time_s
189,4.4209,20.0,4.5
190,4.4209,20.0,4.5
191,4.4209,20.0,4.6
192,4.4209,20.0,4.6
193,4.4209,20.0,4.6
194,4.4209,20.0,4.6
195,4.4209,20.0,4.7
196,4.4209,20.0,4.7
197,4.4209,20.0,4.7
198,4.4209,20.0,4.7
199,4.4209,20.0,4.7
200,4.4209,20.0,4.8
201,4.4209,20.0,4.8
202,4.4209,20.0,4.8
203,4.4209,20.0,4.8
204,4.4209,20.0,4.9
205,4.4209,20.0,4.9
206,4.4209,20.0,4.9
207,4.4209,20.0,4.9
208,4.4209,20.0,4.9
209,4.4209,20.0,5.0
210,4.4209,20.0,5.0
211,4.4209,20.0,5.0
212,4.4209,20.0,5.1
213,4.4209,20.0,5.1
214,4.4209,20.0,5.1
215,4.4209,20.0,5.1
216,4.4209,20.0,5.2
217,4.4209,20.0,5.2
218,4.4209,20.0,5.2
219,4.4209,20.0,5.2
220,4.4209,20.0,5.2
221,4.4209,20.0,5.3
222,4.4209,20.0,5.3
223,4.4209,20.0,5.3
224,4.4209,20.0,5.3
225,4.4209,20.0,5.4
226,4.4209,20.0,5.4
227,4.4209,20.0,5.4
228,4.4209,20.0,5.4
229,4.4209,20.0,5.5
230,4.4209,20.0,5.5
231,4.4209,20.0,5.5
232,4.4209,20.0,5.5
233,4.4209,20.0,5.6
234,4.4209,20.0,5.6
235,4.4209,20.0,5.6
236,4.4209,20.0,5.6
237,4.4209,20.0,5.6
238,4.4209,20.0,5.7
239,4.4209,20.0,5.7
240,4.4209,20.0,5.8
241,4.4209,20.0,5.8
242,4.4209,20.0,5.8
243,4.4209,20.0,5.8
244,4.4209,20.0,5.9
245,4.4209,20.0,5.9
246,4.4209,20.0,5.9
247,4.4209,20.0,5.9
248,4.4209,20.0,5.9
249,4.4209,20.0,6.0
250,4.4209,20.0,6.0
251,4.4209,20.0,6.0
252,4.4209,20.0,6.0
253,4.4209,20.0,6.0
254,4.4209,20.0,6.1
255,4.4209,20.0,6.1
256,4.4209,20.0,6.1
257,4.4209,20.0,6.1
258,4.4209,20.0,6.1
259,4.4209,20.0,6.2
260,4.4209,20.0,6.2
261,4.4209,20.0,6.2
262,4.4209,20.0,6.2
263,4.4209,20.0,6.3
264,4.4209,20.0,6.3
265,4.4209,20.0,6.3
266,4.4209,20.0,6.3
267,4.4209,20.0,6.4
268,4.4209,20.0,6.4
269,4.4209,20.0,6.4
270,4.4209,20.0,6.4
271,4.4209,20.0,6.4
272,4.4209,20.0,6.5
273,4.4209,20.0,6.5
274,4.4209,20.0,6.5
275,4.4209,20.0,6.5
276,4.4209,20.0,6.5
277,4.4209,20.0,6.6
278,4.4209,20.0,6.6
279,4.4209,20.0,6.6
280,4.4209,20.0,6.6
281,4.4209,20.0,6.7
282,4.4209,20.0,6.7
283,4.4209,20.0,6.7
284,4.4209,20.0,6.7
285,4.4209,20.0,6.7
286,4.4209,20.0,6.8
287,4.4209,20.0,6.8
288,4.4209,20.0,6.8
289,4.4209,20.0,6.8
290,4.4209,20.0,6.9
291,4.4209,20.0,6.9
292,4.4209,20.0,6.9
293,4.4209,20.0,6.9
294,4.4209,20.0,7.0
295,4.4209,20.0,7.0
296,4.4209,20.0,7.0
297,4.4209,20.0,7.0
298,4.4209,20.0,7.0
299,4.4209,20.0,7.0
300,4.4209,20.0,7.1
301,4.4209,20.0,7.1
302,4.4209,20.0,7.1
303,4.4209,20.0,7.1
304,4.4209,20.0,7.2
305,4.4209,20.0,7.2
306,4.4209,20.0,7.2
307,4.4209,20.0,7.2
308,4.4209,20.0,7.3
309,4.4209,20.0,7.3
310,4.4209,20.0,7.3
311,4.4209,20.0,7.3
312,4.4209,20.0,7.4
313,4.4209,20.0,7.4
314,4.4209,20.0,7.4
315,4.4209,20.0,7.4
316,4.4209,20.0,7.4
317,4.4209,20.0,7.5
318,4.4209,20.0,7.5
319,4.4209,20.0,7.5
320,4.4209,20.0,7.5
321,4.4209,20.0,7.6
322,4.4209,20.0,7.6
323,4.4209,20.0,7.6
324,4.4209,20.0,7.6
325,4.4209,20.0,7.6
326,4.4209,20.0,7.7
327,4.4209,20.0,7.7
328,4.4209,20.0,7.7
329,4.4209,20.0,7.7
330,4.4209,20.0,7.7
331,4.4209,20.0,7.8
332,4.4209,20.0,7.8
333,4.4209,20.0,7.8
334,4.4209,20.0,7.8
335,4.4209,20.0,7.8
336,4.4209,20.0,7.9
337,4.4209,20.0,7.9
338,4.4209,20.0,7.9
339,4.4209,20.0,7.9
340,4.4209,20.0,7.9
341,4.4209,20.0,8.0
342,4.4209,20.0,8.0
343,4.4209,20.0,8.0
344,4.4209,20.0,8.0
345,4.4209,20.0,8.0
346,4.4209,20.0,8.1
347,4.4209,20.0,8.1
348,4.4209,20.0,8.1
349,4.4209,20.0,8.1
350,4.4209,20.0,8.2
351,4.4209,20.0,8.2
352,4.4209,20.0,8.2
353,4.4209,20.0,8.2
354,4.4209,20.0,8.3
355,4.4209,20.0,8.3
356,4.4209,20.0,8.3
357,4.4209,20.0,8.3
358,4.4209,20.0,8.4
359,4.4209,20.0,8.4
360,4.4209,20.0,8.4
361,4.4209,20.0,8.4
362,4.4209,20.0,8.5
363,4.4209,20.0,8.5
364,4.4209,20.0,8.6
365,4.4209,20.0,8.6
366,4.4209,20.0,8.6
367,4.4209,20.0,8.6
368,4.4209,20.0,8.6
369,4.4209,20.0,8.7
370,4.4209,20.0,8.7
371,4.4209,20.0,8.7
372,4.4209,20.0,8.7
373,4.4209,20.0,8.8
374,4.4209,20.0,8.8
375,4.4209,20.0,8.8
376,4.4209,20.0,8.8
377,4.4209,20.0,8.8
378,4.4209,20.0,8.8
379,4.4209,20.0,8.9
380,4.4209,20.0,8.9
381,4.4209,20.0,8.9
382,4.4209,20.0,8.9
383,4.4209,20.0,9.0
384,4.4209,20.0,9.0
385,4.4209,20.0,9.0
386,4.4209,20.0,9.0
387,4.4209,20.0,9.0
388,4.4209,20.0,9.1
389,4.4209,20.0,9.1
390,4.4209,20.0,9.1
391,4.4209,20.0,9.1
392,4.4209,20.0,9.2
393,4.4209,20.0,9.2
394,4.4209,20.0,9.2
395,4.4209,20.0,9.2
396,4.4209,20.0,9.3
397,4.4209,20.0,9.3
398,4.4209,20.0,9.3
399,4.4209,20.0,9.3
400,4.4209,20.0,9.3
401,4.4209,20.0,9.4
402,4.4209,20.0,9.4
403,4.4209,20.0,9.4
404,4.4209,20.0,9.4
405,4.4209,20.0,9.4
406,4.4209,20.0,9.5
407,4.4209,20.0,9.5
408,4.4209,20.0,9.5
409,4.4209,20.0,9.5
410,4.4209,20.0,9.6
411,4.4209,20.0,9.6
412,4.4209,20.0,9.6
413,4.4209,20.0,9.6
414,4.4209,20.0,9.6
415,4.4209,20.0,9.7
416,4.4209,20.0,9.7
417,4.4209,20.0,9.7
418,4.4209,20.0,9.7
419,4.4209,20.0,9.7
420,4.4209,20.0,9.8
421,4.4209,20.0,9.8
422,4.4209,20.0,9.8
423,4.4209,20.0,9.8
424,4.4209,20.0,9.8
425,4.4209,20.0,9.9
426,4.4209,20.0,9.9
427,4.4209,20.0,9.9
428,4.4209,20.0,9.9
429,4.4209,20.0,10.0
430,4.4209,20.0,10.0
431,4.4209,20.0,10.0
432,4.4209,20.0,10.0
433,4.4209,20.0,10.0
434,4.4209,20.0,10.1
435,4.4209,20.0,10.1
436,4.4209,20.0,10.1
437,4.4209,20.0,10.1
438,4.4209,20.0,10.1
439,4.4209,20.0,10.1
440,4.4209,20.0,10.2
441,4.4209,20.0,10.2
442,4.4209,20.0,10.2
443,4.4209,20.0,10.2
444,4.4209,20.0,10.3
445,4.4209,20.0,10.3
446,4.4209,20.0,10.3
447,4.4209,20.0,10.3
448,4.4209,20.0,10.3
449,4.4209,20.0,10.4
450,4.4209,20.0,10.4
451,4.4209,20.0,10.4
452,4.4209,20.0,10.4
453,4.4209,20.0,10.5
454,4.4209,20.0,10.5
455,4.4209,20.0,10.5
456,4.4209,20.0,10.5
457,4.4209,20.0,10.5
458,4.4209,20.0,10.6
459,4.4209,20.0,10.6
460,4.4209,20.0,10.6
461,4.4209,20.0,10.6
462,4.4209,20.0,10.7
463,4.4209,20.0,10.7
464,4.4209,20.0,10.7
465,4.4209,20.0,10.7
466,4.4209,20.0,10.8
467,4.4209,20.0,10.8
468,4.4209,20.0,10.8
469,4.4209,20.0,10.8
470,4.4209,20.0,10.8
471,4.4209,20.0,10.9
472,4.4209,20.0,10.9
473,4.4209,20.0,10.9
474,4.4209,20.0,10.9
475,4.4209,20.0,11.0
476,4.4209,20.0,11.0
477,4.4209,20.0,11.0
478,4.4209,20.0,11.0
479,4.4209,20.0,11.0
480,4.4209,20.0,11.1
481,4.4209,20.0,11.1
482,4.4209,20.0,11.1
483,4.4209,20.0,11.1
484,4.4209,20.0,11.1
485,4.4209,20.0,11.2
486,4.4209,20.0,11.2
487,4.4209,20.0,11.2
488,4.4209,20.0,11.2
489,4.4209,20.0,11.3
490,4.4209,20.0,11.3
491,4.4209,20.0,11.3
492,4.4209,20.0,11.3
493,4.4209,20.0,11.4
494,4.4209,20.0,11.4
495,4.4209,20.0,11.4
496,4.4209,20.0,11.5
497,4.4209,20.0,11.5
498,4.4209,20.0,11.5
499,4.4209,20.0,11.5
500,4.4209,20.0,11.6
501,4.4209,20.0,11.6
502,4.4209,20.0,11.6
503,4.4209,20.0,11.6
504,4.4209,20.0,11.7
505,4.4209,20.0,11.7
506,4.4209,20.0,11.7
507,4.4209,20.0,11.7
508,4.4209,20.0,11.8
509,4.4209,20.0,11.8
510,4.4209,20.0,11.8
511,4.4209,20.0,11.8
512,4.4209,20.0,11.9
513,4.4209,20.0,12.3
514,4.4209,20.0,12.3
515,4.4209,20.0,12.3
516,4.4209,20.0,12.3
517,4.4209,20.0,12.4
518,4.4209,20.0,12.4
519,4.4209,20.0,12.4
520,4.4209,20.0,12.4
521,4.3458,20.0,12.5
522,4.3458,20.0,12.5
523,4.3458,20.0,12.5
524,4.3458,20.0,12.6
525,4.3458,20.0,12.6
526,4.3458,20.0,12.6
527,4.3458,20.0,12.6
528,4.3458,20.0,12.6
529,4.3458,20.0,12.7
530,4.3458,20.0,12.7
531,4.3458,20.0,12.7
532,4.3458,20.0,12.7
533,4.3458,20.0,12.8
534,4.3458,20.0,12.8
535,4.3458,20.0,12.8
536,4.3458,20.0,12.8
537,4.3458,20.0,12.9
538,4.3458,20.0,12.9
539,4.3458,20.0,12.9
540,4.3458,20.0,13.0
541,4.4948,20.0,13.0
542,4.4948,20.0,13.0
543,4.4948,20.0,13.0
544,4.4948,20.0,13.0
545,4.4948,20.0,13.1
546,4.4948,20.0,13.1
547,4.4948,20.0,13.1
548,4.4948,20.0,13.1
549,4.4948,20.0,13.2
550,4.4948,20.0,13.2
551,4.4948,20.0,13.2
552,4.4948,20.0,13.3
553,4.4948,20.0,13.3
554,4.4948,20.0,13.3
555,4.4948,20.0,13.3
556,4.4948,20.0,13.4
557,4.4948,20.0,13.4
558,4.4948,20.0,13.4
559,4.4948,20.0,13.4
560,4.4948,20.0,13.5
561,4.6333,20.0,13.5
562,4.6333,20.0,13.5
563,4.6333,20.0,13.5
564,4.6333,20.0,13.6
565,4.6333,20.0,13.6
566,4.6333,20.0,13.6
567,4.6333,20.0,13.6
568,4.6333,20.0,13.7
569,4.6333,20.0,13.7
570,4.6333,20.0,13.7
571,4.6333,20.0,13.7
572,4.6333,20.0,13.7
573,4.6333,20.0,13.8
574,4.6333,20.0,13.8
575,4.6333,20.0,13.8
576,4.6333,20.0,13.8
577,4.6333,20.0,13.8
578,4.6333,20.0,13.9
579,4.6333,20.0,13.9
580,4.6333,20.0,13.9
581,4.7621,20.0,13.9
582,4.7621,20.0,14.0
583,4.7621,20.0,14.0
584,4.7621,20.0,14.0
585,4.7621,20.0,14.0
586,4.7621,20.0,14.0
587,4.7621,20.0,14.1
588,4.7621,20.0,14.1
589,4.7621,20.0,14.1
590,4.7621,20.0,14.1
591,4.7621,20.0,14.1
592,4.7621,20.0,14.2
593,4.7621,20.0,14.2
594,4.7621,20.0,14.2
595,4.7621,20.0,14.2
596,4.7621,20.0,14.3
597,4.7621,20.0,14.3
598,4.7621,20.0,14.3
599,4.7621,20.0,14.3
600,4.7621,20.0,14.3
601,4.8824,20.0,14.4
602,4.8824,20.0,14.4
603,4.8824,20.0,14.4
604,4.8824,20.0,14.4
605,4.8824,20.0,14.4
606,4.8824,20.0,14.4
607,4.8824,20.0,14.5
608,4.8824,20.0,14.5
609,4.8824,20.0,14.5
610,4.8824,20.0,14.5
611,4.8824,20.0,14.6
612,4.8824,20.0,14.6
613,4.8824,20.0,14.6
614,4.8824,20.0,14.6
615,4.8824,20.0,14.6
616,4.8824,20.0,14.7
617,4.8824,20.0,14.7
618,4.8824,20.0,14.7
619,4.8824,20.0,14.7
620,4.8824,20.0,14.7
621,4.9950,20.0,14.8
622,4.9950,20.0,14.8
623,4.9950,20.0,14.8
624,4.9950,20.0,14.8
625,4.9950,20.0,14.9
626,4.9950,20.0,14.9
627,4.9950,20.0,14.9
628,4.9950,20.0,14.9
629,4.9950,20.0,14.9
630,4.9950,20.0,15.0
631,4.9950,20.0,15.0
632,4.9950,20.0,15.0
633,4.9950,20.0,15.0
634,4.9950,20.0,15.0
635,4.9950,20.0,15.1
636,4.9950,20.0,15.1
637,4.9950,20.0,15.1
638,4.9950,20.0,15.1
639,4.9950,20.0,15.1
640,4.9950,20.0,15.2
641,5.1005,20.0,15.2
642,5.1005,20.0,15.2
643,5.1005,20.0,15.2
644,5.1005,20.0,15.3
645,5.1005,20.0,15.3
646,5.1005,20.0,15.3
647,5.1005,20.0,15.3
648,5.1005,20.0,15.3
649,5.1005,20.0,15.4
650,5.1005,20.0,15.4
651,5.1005,20.0,15.4
652,5.1005,20.0,15.4
653,5.1005,20.0,15.4
654,5.1005,20.0,15.5
655,5.1005,20.0,15.5
656,5.1005,20.0,15.5
657,5.1005,20.0,15.5
658,5.1005,20.0,15.5
659,5.1005,20.0,15.6
660,5.1005,20.0,15.6
661,5.1996,20.0,15.6
662,5.1996,20.0,15.6
663,5.1996,20.0,15.7
664,5.1996,20.0,15.7
665,5.1996,20.0,15.7
666,5.1996,20.0,15.7
667,5.1996,20.0,15.8
668,5.1996,20.0,15.8
669,5.1996,20.0,15.9
670,5.1996,20.0,15.9
671,5.1996,20.0,15.9
672,5.1996,20.0,15.9
673,5.1996,20.0,16.0
674,5.1996,20.0,16.0
675,5.1996,20.0,16.0
676,5.1996,20.0,16.0
677,5.1996,20.0,16.0
678,5.1996,20.0,16.1
679,5.1996,20.0,16.1
680,5.1996,20.0,16.1
681,5.2928,20.0,16.1
682,5.2928,20.0,16.2
683,5.2928,20.0,16.2
684,5.2928,20.0,16.2
685,5.2928,20.0,16.2
686,5.2928,20.0,16.3
687,5.2928,20.0,16.3
688,5.2928,20.0,16.3
689,5.2928,20.0,16.4
690,5.2928,20.0,16.4
691,5.2928,20.0,16.4
692,5.2928,20.0,16.4
693,5.2928,20.0,16.5
694,5.2928,20.0,16.5
695,5.2928,20.0,16.5
696,5.2928,20.0,16.5
697,5.2928,20.0,16.5
698,5.2928,20.0,16.6
699,5.2928,20.0,16.6
700,5.2928,20.0,16.6
701,5.3808,20.0,16.6
702,5.3808,20.0,16.7
703,5.3808,20.0,16.7
704,5.3808,20.0,16.7
705,5.3808,20.0,16.7
706,5.3808,20.0,16.7
707,5.3808,20.0,16.8
708,5.3808,20.0,16.8
709,5.3808,20.0,16.8
710,5.3808,20.0,16.8
711,5.3808,20.0,16.8
712,5.3808,20.0,16.9
713,5.3808,20.0,16.9
714,5.3808,20.0,16.9
715,5.3808,20.0,16.9
716,5.3808,20.0,16.9
717,5.3808,20.0,17.0
718,5.3808,20.0,17.0
719,5.3808,20.0,17.0
720,5.3808,20.0,17.0
721,5.4639,20.0,17.1
722,5.4639,20.0,17.1
723,5.4639,20.0,17.1
724,5.4639,20.0,17.1
725,5.4639,20.0,17.1
726,5.4639,20.0,17.1
727,5.4639,20.0,17.2
728,5.4639,20.0,17.2
729,5.4639,20.0,17.2
730,5.4639,20.0,17.2
731,5.4639,20.0,17.2
732,5.4639,20.0,17.3
733,5.4639,20.0,17.3
734,5.4639,20.0,17.3
735,5.4639,20.0,17.3
736,5.4639,20.0,17.3
737,5.4639,20.0,17.4
738,5.4639,20.0,17.4
739,5.4639,20.0,17.4
740,5.4639,20.0,17.4
741,5.5424,20.0,17.4
742,5.5424,20.0,17.5
743,5.5424,20.0,17.5
744,5.5424,20.0,17.5
745,5.5424,20.0,17.6
746,5.5424,20.0,17.6
747,5.5424,20.0,17.6
748,5.5424,20.0,17.6
749,5.5424,20.0,17.7
750,5.5424,20.0,17.7
751,5.5424,20.0,17.7
752,5.5424,20.0,17.7
753,5.5424,20.0,17.7
754,5.5424,20.0,17.8
755,5.5424,20.0,17.8
756,5.5424,20.0,17.8
757,5.5424,20.0,17.8
758,5.5424,20.0,17.8
759,5.5424,20.0,17.8
760,5.5424,20.0,17.9
761,5.6169,20.0,17.9
762,5.6169,20.0,17.9
763,5.6169,20.0,17.9
764,5.6169,20.0,18.0
765,5.6169,20.0,18.0
766,5.6169,20.0,18.0
767,5.6169,20.0,18.0
768,5.6169,20.0,18.0
769,5.6169,20.0,18.1
770,5.6169,20.0,18.1
771,5.6169,20.0,18.1
772,5.6169,20.0,18.1
773,5.6169,20.0,18.1
774,5.6169,20.0,18.2
775,5.6169,20.0,18.2
776,5.6169,20.0,18.2
777,5.6169,20.0,18.2
778,5.6169,20.0,18.2
779,5.6169,20.0,18.3
780,5.6169,20.0,18.3
781,5.6875,20.0,18.3
782,5.6875,20.0,18.3
783,5.6875,20.0,18.3
784,5.6875,20.0,18.4
785,5.6875,20.0,18.4
786,5.6875,20.0,18.4
787,5.6875,20.0,18.4
788,5.6875,20.0,18.5
789,5.6875,20.0,18.5
790,5.6875,20.0,18.5
791,5.6875,20.0,18.5
792,5.6875,20.0,18.6
793,5.6875,20.0,18.6
794,5.6875,20.0,18.6
795,5.6875,20.0,18.6
796,5.6875,20.0,18.7
797,5.6875,20.0,18.7
798,5.6875,20.0,18.7
799,5.6875,20.0,18.8
800,5.6875,20.0,18.8
801,5.7546,20.0,18.8
802,5.7546,20.0,18.8
803,5.7546,20.0,18.9
804,5.7546,20.0,19.0
805,5.7546,20.0,19.0
806,5.7546,20.0,19.0
807,5.7546,20.0,19.0
808,5.7546,20.0,19.1
809,5.7546,20.0,19.1
810,5.7546,20.0,19.1
811,5.7546,20.0,19.1
812,5.7546,20.0,19.1
813,5.7546,20.0,19.2
814,5.7546,20.0,19.2
815,5.7546,20.0,19.2
816,5.7546,20.0,19.2
817,5.7546,20.0,19.3
818,5.7546,20.0,19.3
819,5.7546,20.0,19.3
820,5.7546,20.0,19.3
821,5.8184,20.0,19.3
822,5.8184,20.0,19.4
823,5.8184,20.0,19.4
824,5.8184,20.0,19.4
825,5.8184,20.0,19.4
826,5.8184,20.0,19.5
827,5.8184,20.0,19.5
828,5.8184,20.0,19.5
829,5.8184,20.0,19.5
830,5.8184,20.0,19.6
831,5.8184,20.0,19.6
832,5.8184,20.0,19.6
833,5.8184,20.0,19.6
834,5.8184,20.0,19.7
835,5.8184,20.0,19.7
836,5.8184,20.0,19.7
837,5.8184,20.0,19.7
838,5.8184,20.0,19.7
839,5.8184,20.0,19.8
840,5.8184,20.0,19.8
841,5.8791,20.0,19.8
842,5.8791,20.0,19.8
843,5.8791,20.0,19.9
844,5.8791,20.0,19.9
845,5.8791,20.0,19.9
846,5.8791,20.0,19.9
847,5.8791,20.0,20.0
848,5.8791,20.0,20.0
849,5.8791,20.0,20.0
850,5.8791,20.0,20.0
851,5.8791,20.0,20.0
852,5.8791,20.0,20.1
853,5.8791,20.0,20.1
854,5.8791,20.0,20.1
855,5.8791,20.0,20.2
856,5.8791,20.0,20.2
857,5.8791,20.0,20.2
858,5.8791,20.0,20.2
859,5.8791,20.0,20.3
860,5.8791,20.0,20.3
861,5.9371,20.0,20.3
862,5.9371,20.0,20.4
863,5.9371,20.0,20.4
864,5.9371,20.0,20.4
865,5.9371,20.0,20.4
866,5.9371,20.0,20.5
867,5.9371,20.0,20.5
868,5.9371,20.0,20.5
869,5.9371,20.0,20.5
870,5.9371,20.0,20.6
871,5.9371,20.0,20.6
872,5.9371,20.0,20.6
873,5.9371,20.0,20.7
874,5.9371,20.0,20.7
875,5.9371,20.0,20.7
876,5.9371,20.0,20.7
877,5.9371,20.0,20.8
878,5.9371,20.0,20.8
879,5.9371,20.0,20.8
880,5.9371,20.0,20.8
881,5.9924,20.0,20.9
882,5.9924,20.0,20.9
883,5.9924,20.0,20.9
884,5.9924,20.0,20.9
885,5.9924,20.0,21.0
886,5.9924,20.0,21.0
887,5.9924,20.0,21.0
888,5.9924,20.0,21.0
889,5.9924,20.0,21.1
890,5.9924,20.0,21.1
891,5.9924,20.0,21.1
892,5.9924,20.0,21.1
893,5.9924,20.0,21.1
894,5.9924,20.0,21.2
895,5.9924,20.0,21.2
896,5.9924,20.0,21.2
897,5.9924,20.0,21.2
898,5.9924,20.0,21.3
899,5.9924,20.0,21.3
900,5.9924,20.0,21.3
901,6.0453,20.0,21.3
902,6.0453,20.0,21.4
903,6.0453,20.0,21.4
904,6.0453,20.0,21.4
905,6.0453,20.0,21.4
906,6.0453,20.0,21.5
907,6.0453,20.0,21.5
908,6.0453,20.0,21.5
909,6.0453,20.0,21.5
910,6.0453,20.0,21.6
911,6.0453,20.0,21.6
912,6.0453,20.0,21.6
913,6.0453,20.0,21.6
914,6.0453,20.0,21.7
915,6.0453,20.0,21.7
916,6.0453,20.0,21.7
917,6.0453,20.0,21.7
918,6.0453,20.0,21.7
919,6.0453,20.0,21.8
920,6.0453,20.0,21.8
921,6.0958,20.0,21.8
922,6.0958,20.0,21.8
923,6.0958,20.0,21.9
924,6.0958,20.0,21.9
925,6.0958,20.0,21.9
926,6.0958,20.0,21.9
927,6.0958,20.0,22.0
928,6.0958,20.0,22.0
929,6.0958,20.0,22.0
930,6.0958,20.0,22.0
931,6.0958,20.0,22.1
932,6.0958,20.0,22.1
933,6.0958,20.0,22.1
934,6.0958,20.0,22.1
935,6.0958,20.0,22.1
936,6.0958,20.0,22.2
937,6.0958,20.0,22.2
938,6.0958,20.0,22.2
939,6.0958,20.0,22.2
940,6.0958,20.0,22.3
941,6.1442,20.0,22.3
942,6.1442,20.0,22.3
943,6.1442,20.0,22.3
944,6.1442,20.0,22.4
945,6.1442,20.0,22.4
946,6.1442,20.0,22.4
947,6.1442,20.0,22.4
948,6.1442,20.0,22.5
949,6.1442,20.0,22.5
