.,4.262926102,
.,4.814197540,
.,4.456722260,
.,3.550637722,
.,3.726461172,
.,3.779596567,
.,3.602634668,
.,3.615485668,
.,4.016792297,
.,4.008108616,
.,3.485660791,
.,3.458284378,
.,3.477169991,
.,4.379244804,
.,5.116454124,
.,3.484671116,
.,5.487355709,
.,3.522897005,
.,3.948338509,
.,3.781857491,
>,10.8,
-,0.12181307688414106,
MAX REWD: 11.4875 MODEL_ID: 13,
.,3.659532309,
.,3.432506800,
.,3.929147959,
.,3.520124912,
.,3.614731550,
.,4.092127800,
.,4.218298912,
.,3.527574062,
.,3.603737354,
.,3.444737196,
.,4.095159531,
.,3.504567146,
.,3.426249504,
.,3.534661293,
.,3.593773842,
.,3.438308716,
.,3.633446932,
.,4.238018990,
.,3.498549938,
.,3.567132950,
.,4.373782635,
.,3.455646992,
.,3.465290308,
.,3.848524094,
.,3.618914127,
.,4.550463200,
.,3.843129635,
.,3.658154964,
.,4.440958023,
.,3.469992638,
.,3.919924736,
.,3.394891024,
.,3.285406828,
.,4.373447418,
.,3.426767349,
.,3.562530518,
.,4.520418644,
.,3.590092659,
.,3.495367527,
.,3.415662050,
>,10.5375,
-,0.0996820918179746,
MAX REWD: 11.4875 MODEL_ID: 13,
.,3.508551359,
.,3.472947121,
.,3.281115055,
.,3.988557816,
.,3.385818720,
.,3.999269724,
.,4.453960419,
.,3.438679218,
.,3.220078230,
.,3.495275021,
.,3.542051554,
.,4.032209396,
.,3.378616333,
.,3.696203470,
.,3.288863420,
.,3.317237854,
.,3.464011669,
.,3.787265778,
.,3.416829348,
.,3.404482126,
.,4.426767349,
.,3.527016878,
.,3.426521540,
.,3.770671844,
.,3.573963165,
.,3.412271023,
.,3.334549189,
.,3.534543514,
.,3.514693499,
.,3.517338037,
.,3.236536503,
.,3.332258463,
.,3.234225035,
.,3.187622070,
.,3.571936369,
.,3.652273417,
.,3.268599272,
.,3.504215479,
.,3.640466452,
.,3.404822588,
>,10.2875,
-,0.08157186144027828,
MAX REWD: 11.4875 MODEL_ID: 13,
.,3.306226492,
.,3.164825678,
.,3.128804445,
.,3.223254681,
.,3.221722126,
.,3.354289055,
.,3.553565025,
.,3.030344009,
.,3.105674028,
.,3.200070381,
.,3.108131170,
.,3.243180752,
.,3.167427063,
.,3.238207817,
.,3.417282820,
.,3.131156206,
.,4.178029537,
.,3.176046610,
.,3.362823963,
.,3.684907198,
.,3.920103550,
.,3.157811165,
.,3.115725040,
.,4.603223801,
.,3.265020609,
.,3.507877350,
.,4.155742645,
.,3.075856686,
.,3.363167048,
.,3.321038246,
.,3.321894884,
.,3.066795111,
.,3.661162615,
.,3.027497292,
.,3.099635124,
.,3.101837635,
.,3.750623703,
.,3.034505367,
.,3.776846409,
.,3.016771555,
>,11.9375,
-,0.0667518955258533,
MAX REWD: 11.9375 MODEL_ID: 18,
.,3.031038761,
.,3.043631077,
.,3.324301958,
.,3.033031702,
.,3.182994604,
.,3.049737930,
.,3.203075886,
.,3.403698683,
.,3.103987932,
.,2.938550711,
.,3.066640615,
.,3.023032427,
.,3.038013458,
.,3.281664371,
.,2.980322361,
.,3.696257353,
.,3.547085285,
.,2.946837425,
.,3.784697294,
.,2.939288616,
.,3.346141815,
.,3.331536531,
.,3.448106050,
.,4.159019470,
.,3.623660088,
.,3.057506800,
.,3.222041607,
.,3.412192345,
.,3.199430227,
.,3.096263885,
.,3.783460617,
.,3.109399796,
.,3.790581465,
.,2.923774481,
.,3.421215296,
.,3.186157942,
.,2.916256905,
.,3.054982662,
.,3.241453886,
.,2.914277792,
>,11.475,
-,0.05462441922520914,
MAX REWD: 11.9375 MODEL_ID: 18,
.,3.070527077,
.,3.080432653,
.,3.023909569,
.,3.225162506,
.,3.060590506,
.,3.123850584,
.,2.972848654,
.,2.867549181,
.,2.781173706,
.,3.023829222,
.,2.884894371,
.,3.048740387,
.,2.918056488,
.,2.856666565,
.,2.801421642,
.,2.923407555,
.,3.285574675,
.,3.135267735,
.,2.972886562,
.,3.296365023,
.,3.056086540,
.,3.749661446,
.,3.100238085,
.,2.806841850,
.,2.880934715,
.,2.986595869,
.,3.228919506,
.,3.530521870,
.,3.160449028,
.,2.975134373,
.,3.020804167,
.,3.024481535,
.,2.689048290,
.,2.861957550,
.,2.862766027,
.,3.345578909,
.,2.922371387,
.,3.169304371,
.,3.493259430,
.,2.923362494,
>,11.6,
-,0.04470026135116646,
MAX REWD: 11.9375 MODEL_ID: 18,
.,3.198185682,
.,3.034789801,
.,2.974675655,
.,3.021677256,
.,2.851704121,
.,2.693659067,
.,2.926604033,
.,2.923441172,
.,2.751990795,
.,2.743909836,
.,3.342927933,
.,2.983027935,
.,2.984800339,
.,2.662330389,
.,3.683756590,
.,2.731228352,
.,2.992275000,
.,2.809233665,
.,3.657697439,
.,2.700309992,
.,2.700945854,
.,2.667208433,
.,3.900578022,
.,3.275279999,
.,2.802953720,
.,2.806972265,
.,2.813894272,
.,2.852187872,
.,3.443528175,
.,3.000204325,
.,2.715046406,
.,2.732851982,
.,2.697244883,
.,3.207800865,
.,3.000225782,
.,3.296043873,
.,2.858406544,
.,2.742025852,
.,2.968403339,
.,2.676467180,
>,11.6,
-,0.03657912327863173,
MAX REWD: 11.9375 MODEL_ID: 18,
